countryiso3code,date,value,unit,obs_status,decimal,indicator.id,indicator.value,country.id,country.value
ITA,1986,56596155,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1985,56593071,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1984,56576718,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1983,56564074,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1982,56543548,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1981,56501675,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1980,56433883,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1979,56317749,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1978,56155143,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1977,55955411,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1976,55718260,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1975,55441001,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1974,55110868,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1973,54751406,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1972,54381345,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1971,54073490,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1970,53821850,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1969,53537950,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1968,53235750,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1967,52900500,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1966,52519000,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1965,52112350,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1964,51675350,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1963,51252000,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1962,50879450,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1961,50536350,,,0,SP.POP.TOTL,"Population, total",IT,Italy
ITA,1960,50199700,,,0,SP.POP.TOTL,"Population, total",IT,Italy
NLD,2014,16865008,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2013,16804432,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2012,16754962,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2011,16693074,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2010,16615394,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2009,16530388,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2008,16445593,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2007,16381696,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2006,16346101,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2005,16319868,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2004,16281779,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2003,16225302,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2002,16148929,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2001,16046180,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,2000,15925513,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1999,15812088,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1998,15707209,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1997,15610650,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1996,15530498,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1995,15459006,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1994,15382838,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1993,15290368,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1992,15184166,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1991,15069798,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1990,14951510,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1989,14848907,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1988,14760094,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1987,14665037,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1986,14572278,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1985,14491632,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1984,14424211,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1983,14367070,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1982,14312690,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1981,14247208,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1980,14149800,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1979,14038270,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1978,13941700,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1977,13856185,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1976,13774037,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1975,13666335,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1974,13545056,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1973,13439322,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1972,13328593,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1971,13194497,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1970,13038526,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1969,12877984,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1968,12729721,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1967,12598201,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1966,12456251,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1965,12294732,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1964,12127120,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1963,11965966,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1962,11805689,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1961,11638712,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
NLD,1960,11486631,,,0,SP.POP.TOTL,"Population, total",NL,Netherlands
POL,2014,38011735,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2013,38040196,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2012,38063164,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2011,38063255,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2010,38042794,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2009,38151603,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2008,38125759,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2007,38120560,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2006,38141267,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2005,38165445,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2004,38182222,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2003,38204570,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2002,38230364,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2001,38248076,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,2000,38258629,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1999,38660271,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1998,38663481,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1997,38649660,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1996,38624370,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1995,38594998,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1994,38542652,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1993,38461408,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1992,38363667,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1991,38246193,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1990,38110782,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1989,37961529,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1988,37824487,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1987,37668045,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1986,37456119,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1985,37201885,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1984,36904134,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1983,36571808,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1982,36230481,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1981,35898587,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1980,35574150,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1979,35247217,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1978,34965600,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1977,34689050,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1976,34356300,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1975,34015199,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1974,33678899,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1973,33357200,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1972,33055650,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1971,32783500,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1970,32664300,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1969,32548300,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1968,32294655,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1967,31987155,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1966,31681000,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1965,31444950,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1964,31139450,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1963,30712000,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1962,30308500,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1961,29964000,,,0,SP.POP.TOTL,"Population, total",PL,Poland
POL,1960,29637450,,,0,SP.POP.TOTL,"Population, total",PL,Poland
PRT,2014,10401062,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2013,10457295,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2012,10514844,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2011,10557560,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2010,10573100,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2009,10568247,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2008,10558177,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2007,10542964,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2006,10522288,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2005,10503330,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2004,10483861,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2003,10458821,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2002,10419631,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2001,10362722,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,2000,10289898,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1999,10217828,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1998,10160196,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1997,10108977,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1996,10063945,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1995,10026176,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1994,9991525,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1993,9964675,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1992,9952494,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1991,9960235,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1990,9983218,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1989,10005000,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1988,10019610,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1987,10030031,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1986,10032734,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1985,10023613,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1984,9996232,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1983,9957865,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1982,9911771,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1981,9851362,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1980,9766312,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1979,9661265,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1978,9558250,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1977,9455675,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1976,9355810,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1975,9093470,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1974,8754365,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1973,8633100,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1972,8630430,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1971,8643756,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1970,8680431,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1969,8757705,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1968,8836650,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1967,8874520,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1966,8930990,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1965,8998595,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1964,9035365,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1963,9030355,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1962,8993985,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1961,8929316,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
PRT,1960,8857716,,,0,SP.POP.TOTL,"Population, total",PT,Portugal
SWE,2014,9696110,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2013,9600379,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2012,9519374,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2011,9449213,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2010,9378126,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2009,9298515,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2008,9219637,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2007,9148092,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2006,9080505,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2005,9029572,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2004,8993531,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2003,8958229,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2002,8924958,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2001,8895960,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,2000,8872109,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1999,8857874,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1998,8850974,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1997,8846062,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1996,8840998,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1995,8826939,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1994,8780745,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1993,8718561,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1992,8668067,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1991,8617375,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1990,8558835,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1989,8492964,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1988,8436489,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1987,8397804,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1986,8369829,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1985,8350386,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1984,8336605,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1983,8329033,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1982,8325263,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1981,8320503,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1980,8310531,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1979,8293678,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1978,8275599,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1977,8251540,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1976,8222286,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1975,8192437,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1974,8159955,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1973,8136312,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1972,8122300,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1971,8098334,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1970,8042801,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1969,7968072,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1968,7912273,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1967,7867931,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1966,7807797,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1965,7733853,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1964,7661354,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1963,7604328,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1962,7561588,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1961,7519998,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
SWE,1960,7484656,,,0,SP.POP.TOTL,"Population, total",SE,Sweden
TUR,2014,77181884,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2013,76147624,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2012,75175827,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2011,74223629,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2010,73142150,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2009,72039206,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2008,71051678,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2007,70158112,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2006,70045349,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2005,69329557,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2004,68592617,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2003,67831730,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2002,67048795,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2001,66245128,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,2000,65425961,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1999,64591923,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1998,63734383,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1997,62852966,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1996,61951134,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1995,61024503,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1994,60033836,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1993,58999167,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1992,57990118,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1991,57009887,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1990,56015628,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1989,54976723,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1988,53909626,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1987,52843670,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1986,51777772,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1985,50687115,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1984,49574069,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1983,48447410,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1982,47322096,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1981,46321190,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1980,45408815,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1979,44510429,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1978,43645306,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1977,42773298,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1976,41899984,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1975,41053126,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1974,40210234,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1973,39329533,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1972,38430221,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1971,37518611,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1970,36638465,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1969,35787774,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1968,34921684,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1967,34050421,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1966,33177672,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1965,32345220,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1964,31543072,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1963,30726841,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1962,29916147,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1961,29119238,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
TUR,1960,28329898,,,0,SP.POP.TOTL,"Population, total",TR,Turkiye
URY,2014,3356334,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2013,3345337,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2012,3335401,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2011,3326825,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2010,3318580,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2009,3310091,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2008,3302177,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2007,3295153,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2006,3289506,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2005,3285771,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2004,3283148,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2003,3281186,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2002,3278867,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2001,3274251,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,2000,3266206,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1999,3254015,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1998,3239280,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1997,3223345,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1996,3206324,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1995,3189440,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1994,3172834,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1993,3156345,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1992,3139702,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1991,3122354,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1990,3104403,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1989,3086255,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1988,3067961,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1987,3049896,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1986,3032845,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1985,3017037,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1984,3002488,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1983,2988778,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1982,2975492,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1981,2963246,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1980,2951953,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1979,2939903,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1978,2925715,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1977,2909461,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1976,2891392,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1975,2872320,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1974,2853944,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1973,2837133,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1972,2821644,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1971,2806462,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1970,2790807,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1969,2773974,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
URY,1968,2754606,,,0,SP.POP.TOTL,"Population, total",UY,Uruguay
